SYMBOL,SERIES,Adjusted 52_Week_High,52_Week_High_Date,Adjusted 52_Week_Low,52_Week_Low_Date
IRISDOREME,EQ,239,04-Nov-21,81.65,12-Apr-21
ISEC,EQ,896.05,13-Oct-21,376.9,31-Mar-21
ISFT,EQ,258.8,12-Jan-22,62.2,10-Mar-21
ISGEC,EQ,878.35,05-Jul-21,503,24-Feb-22
ISMTLTD,BE,74.6,28-Dec-21,9.6,22-Apr-21
ITC,EQ,265.3,18-Oct-21,199.1,04-May-21
ITDC,EQ,464.5,17-Jun-21,299.5,16-Apr-21
ITDCEM,EQ,97.45,14-Jul-21,59.5,07-Mar-22
ITI,EQ,143.8,16-Jul-21,90,24-Feb-22
IVC,BE,11.25,16-Dec-21,3.7,26-Mar-21
IVP,EQ,201.7,18-Feb-22,91.55,31-Mar-21
IVZINGINAV,EQ,-1,-,-1,-
IVZINGOLD,EQ,5579.9,07-Mar-22,3400.25,29-Sep-21
IVZINNIFTY,EQ,2319,20-Jan-22,1521.3,12-Apr-21
IWEL,EQ,986.5,03-Nov-21,189.6,11-Jun-21
IZMO,EQ,149.2,02-Aug-21,47.45,26-Mar-21
J&KBANK,EQ,48.3,08-Nov-21,22.5,23-Apr-21
JAGRAN,EQ,82,10-Feb-22,52.3,03-May-21
JAGSNPHARM,EQ,267,23-Feb-22,75.25,13-Apr-21
JAIBALAJI,EQ,71.05,02-Aug-21,31,12-Mar-21
JAICORPLTD,EQ,172.95,19-Jul-21,80.15,20-Apr-21
JAINSTUDIO,BZ,3.75,12-Jan-22,1.6,05-May-21
JAIPURKURT,EQ,110.35,28-Dec-21,45.15,01-Nov-21
JAMNAAUTO,EQ,125,17-Jan-22,60.85,19-Apr-21
JASH,EQ,628,29-Jun-21,267.05,19-Mar-21
JAYAGROGN,EQ,323.8,04-Aug-21,128.25,13-Apr-21
JAYBARMARU,EQ,268.95,08-Jun-21,98.58,20-Apr-21
JAYNECOIND,EQ,32.7,31-Jan-22,9.65,25-Mar-21
JAYSREETEA,EQ,144.95,28-Jul-21,64.95,19-Apr-21
JBCHEPHARM,EQ,1985,28-Sep-21,1108.1,19-Mar-21
JBFIND,BE,50.3,06-Jul-21,9.65,17-Mar-21
JBMA,EQ,674.8,24-Jan-22,134.7,19-Apr-21
JCHAC,EQ,2858.45,09-Mar-21,1666.8,24-Feb-22
JETAIRWAYS,BZ,133.1,30-Jun-21,65.1,20-Jul-21
JETFREIGHT,EQ,94.3,24-Jan-22,44.4,31-Dec-21
JHS,EQ,33.4,12-Jan-22,18.6,04-May-21
JINDALPHOT,EQ,484.85,29-Nov-21,40.05,10-Mar-21
JINDALPOLY,EQ,1335,10-Feb-22,693.65,09-Mar-21
JINDALSAW,EQ,147.6,29-Jul-21,70.15,25-Mar-21
JINDALSTEL,EQ,501.7,10-May-21,296.7,19-Mar-21
JINDRILL,EQ,221.45,07-Feb-22,84.65,19-Apr-21
JINDWORLD,EQ,357,09-Feb-22,44,23-Apr-21
JISLDVREQS,EQ,30.45,18-Oct-21,10.85,22-Apr-21
JISLJALEQS,EQ,53.5,18-Oct-21,16,20-Apr-21
JITFINFRA,BE,337.25,18-Oct-21,7.25,30-Mar-21
JKCEMENT,EQ,3838,08-Nov-21,2139.05,09-Mar-22
JKIL,EQ,232,26-Jul-21,148.9,29-Oct-21
JKLAKSHMI,EQ,816,29-Jul-21,377.6,19-Mar-21
JKPAPER,EQ,284.9,09-Aug-21,125.2,22-Apr-21
JKTYRE,EQ,171.7,19-Oct-21,98,07-Mar-22
JMA,EQ,93.8,13-Jan-22,29.3,17-Mar-21
JMCPROJECT,EQ,130,30-Jul-21,71.4,25-Mar-21
JMFINANCIL,EQ,117.7,16-Jul-21,60.15,07-Mar-22
JOCIL,EQ,319.8,27-Jul-21,139,31-Mar-21
JPASSOCIAT,EQ,15.65,17-Jun-21,6.4,19-Apr-21
JPINFRATEC,EQ,4.85,13-Jan-22,1.4,06-May-21
JPOLYINVST,EQ,460.3,24-Jan-22,30.6,15-Mar-21
JPPOWER,EQ,11.15,12-Jan-22,2.45,19-Mar-21
JSL,EQ,224.4,08-Feb-22,60.45,19-Mar-21
JSLHISAR,EQ,431.95,07-Feb-22,109.05,19-Mar-21
JSWENERGY,BE,408,14-Oct-21,80.2,19-Mar-21
JSWHL,EQ,6000,03-Jun-21,3400,19-Mar-21
JSWISPL,EQ,67.55,12-May-21,22.4,19-Mar-21
JSWSTEEL,EQ,776.5,06-Aug-21,396.8,09-Mar-21
JTEKTINDIA,EQ,132.9,03-Aug-21,70.05,08-Mar-22
JTLINFRA,EQ,271,04-Feb-22,200.2,24-Feb-22
JUBLFOOD,EQ,4590,18-Oct-21,2475,07-Mar-22
JUBLINDS,EQ,797.3,31-Dec-21,178,31-Mar-21
JUBLINGREA,EQ,838.75,18-Oct-21,241.3,30-Mar-21
JUBLPHARMA,EQ,925,27-May-21,391.55,28-Feb-22
JUNIORBEES,EQ,532.75,20-Oct-21,316.05,28-Apr-21
JUSTDIAL,EQ,1138,14-Jul-21,644.55,30-Nov-21
JYOTHYLAB,EQ,187.3,06-Jul-21,130.15,24-Feb-22
JYOTISTRUC,BZ,25.85,04-Feb-22,3.8,17-Mar-21
KABRAEXTRU,EQ,564.45,20-Jan-22,145.05,09-Mar-21
KAJARIACER,EQ,1374.9,10-Jan-22,851.05,19-Apr-21
KAKATCEM,EQ,319.9,11-Jun-21,161.2,30-Mar-21
KALPATPOWR,EQ,496,03-Aug-21,336.95,19-Apr-21
KALYANI,BE,119.3,02-Mar-22,119.3,02-Mar-22
KALYANIFRG,BE,239.65,09-Jun-21,162.35,23-Apr-21
KALYANKJIL,EQ,89.75,09-Jun-21,55.65,24-Feb-22
KAMATHOTEL,EQ,75.45,12-Oct-21,27.5,19-Apr-21
KAMDHENU,EQ,268.3,18-Oct-21,130.1,25-Mar-21
KANANIIND,BE,23.5,07-Mar-22,3.8,06-Apr-21
KANORICHEM,EQ,221.55,22-Sep-21,81.1,26-Mar-21
KANPRPLA,EQ,204.67,28-Jul-21,86.97,20-Apr-21
KANSAINER,EQ,675,06-Oct-21,421.7,07-Mar-22
KAPSTON,BE,185.35,12-Jan-22,79.45,19-Oct-21
KARMAENG,BE,42.35,04-Jan-22,12.3,04-May-21
KARURVYSYA,EQ,64.55,12-Mar-21,38.4,23-Aug-21
KAUSHALYA,BE,7.25,01-Feb-22,1.25,11-May-21
KAVVERITEL,BE,18.25,24-Jan-22,1.7,05-Jul-21
KAYA,EQ,575.2,18-Oct-21,232.95,20-Apr-21
KBCGLOBAL,EQ,218.3,11-Aug-21,10.5,07-Mar-22
KCP,EQ,169,03-Aug-21,76.1,19-Mar-21
KCPSUGIND,EQ,32.5,07-Jan-22,14.6,12-Apr-21
KDDL,EQ,1191,03-Feb-22,249.95,05-Apr-21
KEC,EQ,550,26-Oct-21,367.8,06-May-21
KECL,EQ,30.6,11-Jan-22,12,19-Apr-21
KEERTI,EQ,29.9,27-Apr-21,16.1,23-Nov-21
KEI,EQ,1265,06-Dec-21,474.7,19-Apr-21
KELLTONTEC,EQ,135,21-Jan-22,39.3,24-Aug-21
KENNAMET,EQ,2241,08-Mar-22,1010,30-Mar-21
KERNEX,BE,149.8,12-Jan-22,33.9,09-Mar-21
KESORAMIND,EQ,90.95,04-Aug-21,47.75,08-Mar-22
KEYFINSERV,EQ,160.65,18-Feb-22,51.35,30-Mar-21
KHADIM,EQ,358,01-Jul-21,124,19-Apr-21
KHAICHEM,EQ,129.85,28-Jan-22,20.5,25-Mar-21
KHAITANLTD,BE,55.85,24-Jan-22,13.6,03-May-21
KHANDSE,BE,33.65,21-Jan-22,12.35,20-Apr-21
KICL,EQ,2430,09-Aug-21,1385,19-Apr-21
KILITCH,BE,275.1,04-Jan-22,79.05,15-Mar-21
KIMS,EQ,1565,04-Jan-22,937.55,01-Jul-21
KINGFA,EQ,1625,31-Dec-21,555.25,19-Apr-21
KIOCL,EQ,319,11-Oct-21,134.25,30-Mar-21
KIRIINDUS,EQ,679,21-Jun-21,405.95,22-Apr-21
KIRLFER,EQ,314,30-Jul-21,147.75,19-Mar-21
KIRLOSBROS,EQ,499.2,19-Jul-21,185,09-Mar-21
KIRLOSENG,EQ,277.7,23-Jul-21,122.55,07-Mar-22
KIRLOSIND,EQ,1973.85,02-Jun-21,1198.05,26-Apr-21
KITEX,EQ,284.25,28-Jan-22,91.15,12-Apr-21
KKCL,EQ,1447.6,14-Dec-21,186.25,22-Feb-22
KMSUGAR,EQ,39.05,06-Jul-21,11.15,19-Mar-21
KNRCON,EQ,343.9,01-Sep-21,188,27-Apr-21
KOKUYOCMLN,EQ,79.9,05-Jul-21,52,19-Apr-21
KOLTEPATIL,EQ,360,23-Sep-21,206.2,03-May-21
KOPRAN,EQ,370.45,29-Dec-21,99.5,17-Mar-21
KOTAKALPHA,EQ,41,04-Jan-22,30,24-Feb-22
KOTAKBANK,EQ,2253,27-Oct-21,1626,30-Jul-21
KOTAKBKETF,EQ,429.7,25-Oct-21,298.9,17-Sep-21
KOTAKGOLD,EQ,47.29,09-Mar-22,38.5,31-Mar-21
KOTAKIT,EQ,46,30-Dec-21,24,19-Jul-21
KOTAKMID50,EQ,88,08-Feb-22,71.65,07-Mar-22
KOTAKNIFTY,EQ,204.9,08-Dec-21,147.12,13-Apr-21
KOTAKNV20,EQ,104.98,17-Jan-22,73.2,30-Apr-21
KOTAKPSUBK,EQ,305.9,07-Feb-22,187.55,19-Apr-21
KOTARISUG,EQ,50.35,12-May-21,22.5,15-Mar-21
KOTHARIPET,EQ,119,19-Jan-22,23.5,26-Apr-21
KOTHARIPRO,EQ,140.95,04-Mar-22,59.05,19-Apr-21
KOVAI,EQ,1925,18-Jan-22,1410.95,09-Aug-21
KPIGLOBAL,EQ,522.75,31-Jan-22,116.3,24-Aug-21
KPITTECH,EQ,801,10-Jan-22,145.25,19-Mar-21
KPRMILL,EQ,769,14-Jan-22,191.62,19-Mar-21
KRBL,EQ,337.95,14-Oct-21,173.15,22-Apr-21
KREBSBIO,EQ,227.9,31-Dec-21,83.1,31-Mar-21
KRIDHANINF,BE,8.55,12-Jan-22,3.45,13-Apr-21
KRISHANA,EQ,248.85,08-Feb-22,68.55,09-Mar-21
KRITI,EQ,146,28-Dec-21,97,28-Jan-22
KRSNAA,EQ,1099.7,16-Aug-21,533.05,24-Feb-22
KSB,EQ,1411,01-Nov-21,743.45,19-Mar-21
KSCL,EQ,816.65,17-May-21,467.25,07-Mar-22
KSL,EQ,466.2,02-Aug-21,265,25-Feb-22
KTKBANK,EQ,81.85,11-Nov-21,51.6,24-Aug-21
KUANTUM,EQ,108,04-Feb-22,59.05,10-Mar-21
L&TFH,EQ,110.45,09-Mar-21,58.5,07-Mar-22
LAGNAM,EQ,111.8,21-Jan-22,44.55,30-Sep-21
LAKPRE,BZ,10.55,24-Jan-22,3.65,31-Mar-21
LALPATHLAB,EQ,4245.5,15-Sep-21,2263.4,07-Mar-22
LAMBODHARA,EQ,130,18-Jan-22,48.15,25-Mar-21
LAOPALA,EQ,456.5,27-Dec-21,200.25,20-Apr-21
LASA,EQ,92.9,15-Jun-21,38,02-Mar-22
LATENTVIEW,EQ,754.9,26-Nov-21,368.1,24-Feb-22
LAURUSLABS,EQ,723.75,12-Aug-21,334,19-Mar-21
LAXMICOT,EQ,34.85,12-Jan-22,19.75,07-Mar-22
LAXMIMACH,EQ,11790,10-Feb-22,5888.65,23-Apr-21
LCCINFOTEC,BE,8.65,19-Jan-22,1.45,26-May-21
LEMONTREE,EQ,61.2,09-Mar-22,27,19-Apr-21
LFIC,EQ,219.25,29-Nov-21,68,04-May-21
LGBBROSLTD,EQ,736,03-Feb-22,282,19-Apr-21
LGBFORGE,BE,23.7,12-Jan-22,3.5,20-Apr-21
LIBAS,EQ,63.67,14-Jul-21,24.5,25-Nov-21
LIBERTSHOE,EQ,215.9,07-Sep-21,115.9,19-Apr-21
LICHSGFIN,EQ,542.45,11-Jun-21,321,07-Mar-22
LICNETFGSC,EQ,26.94,11-Nov-21,19,03-Dec-21
LICNETFN50,EQ,210,01-Dec-21,151.26,23-Mar-21
LICNETFSEN,EQ,677.4,07-Jan-22,493.95,26-Apr-21
LICNFNHGP,EQ,230,10-Nov-21,142.1,25-Mar-21
LIKHITHA,EQ,480,11-Jun-21,280,24-Feb-22
LINC,EQ,339.45,21-Feb-22,139.3,25-Mar-21
LINCOLN,EQ,414.7,30-Sep-21,219.2,19-Mar-21
LINDEINDIA,EQ,3005,21-Feb-22,1526.85,18-Jun-21
LIQUIDBEES,EQ,1008.9,10-Feb-22,990,22-Nov-21
LIQUIDETF,EQ,1020,27-May-21,805.9,10-Jan-22
LODHA,EQ,1539,01-Dec-21,422.6,19-Apr-21
LOKESHMACH,EQ,88.75,07-Feb-22,30.05,26-Mar-21
LOTUSEYE,BE,73.8,03-Feb-22,36,09-Mar-21
LOVABLE,BE,215.8,09-Dec-21,79.45,31-Mar-21
LPDC,BE,17.9,13-Jan-22,1.85,20-Apr-21
LSIL,BE,28.8,12-Jan-22,1.05,22-Apr-21
LT,EQ,2078.55,18-Jan-22,1306,19-Apr-21
LTI,EQ,7588.8,04-Jan-22,3525,17-May-21
LTTS,EQ,5955.5,04-Jan-22,2475,18-Mar-21
LUMAXIND,EQ,1710,09-Mar-21,925,08-Mar-22
LUMAXTECH,EQ,210,20-Jan-22,127.5,01-Nov-21
LUPIN,EQ,1267.65,02-Jun-21,678.8,07-Mar-22
LUXIND,EQ,4644,17-Nov-21,1638.6,25-Mar-21
LXCHEM,EQ,628,16-Sep-21,143.25,25-Mar-21
LYKALABS,BE,267,24-Dec-21,21.75,25-Mar-21
LYPSAGEMS,BE,9.85,10-Feb-22,3.8,24-Aug-21
M&M,EQ,979,17-Nov-21,671.15,08-Mar-22
M&MFIN,EQ,220.7,22-Mar-21,128,07-Mar-22
MAANALU,EQ,234.05,05-Aug-21,66.9,19-Mar-21
MACPOWER,EQ,279.7,19-Jan-22,79.25,22-Apr-21
MADHAV,EQ,75,22-Jul-21,43.15,22-Apr-21
MADHUCON,BE,12.85,05-Jan-22,4.45,01-Sep-21
MADRASFERT,EQ,39.35,18-Jan-22,23.2,22-Apr-21
MAESGETF,EQ,32.18,19-Oct-21,21.75,26-Apr-21
MAFANG,EQ,69,03-Nov-21,41.1,21-Feb-22
MAFSETF,EQ,21,15-Nov-21,15.04,08-Mar-22
MAGADSUGAR,EQ,386.95,05-Jul-21,98.5,30-Mar-21
MAGNUM,EQ,16.4,11-Feb-22,4.05,20-Apr-21
MAHABANK,EQ,32,07-Jun-21,16.95,24-Feb-22
MAHAPEXLTD,EQ,124.35,27-Jul-21,63.05,20-Apr-21
MAHASTEEL,EQ,119.35,27-Jul-21,65.8,24-Feb-22
MAHEPC,EQ,178.2,14-Jul-21,92.3,04-Mar-22
MAHESHWARI,EQ,140.4,04-Aug-21,64,24-Feb-22
MAHINDCIE,EQ,312,16-Nov-21,150.25,23-Apr-21
MAHKTECH,EQ,23,13-Dec-21,14.05,09-Mar-22
MAHLIFE,EQ,347.9,11-Feb-22,153.62,19-Apr-21
MAHLOG,EQ,821,02-Aug-21,391.1,22-Feb-22
MAHSCOOTER,EQ,5050,19-Oct-21,3275,19-Apr-21
MAHSEAMLES,EQ,594.85,12-Jan-22,265,15-Apr-21
MAITHANALL,EQ,1254.95,04-Aug-21,532.4,31-Mar-21
MALLCOM,EQ,1079.85,02-Feb-22,650,25-Feb-22
MALUPAPER,EQ,44,29-Jul-21,24,13-Apr-21
MAMFGETF,EQ,95,03-Feb-22,72.51,08-Mar-22
MAN50ETF,EQ,210.8,19-Oct-21,143.7,26-Apr-21
MANAKALUCO,BE,33.65,29-Dec-21,8.25,25-Mar-21
MANAKCOAT,BE,62.55,12-Jan-22,10.7,09-Mar-21
MANAKSIA,EQ,91.05,18-Jan-22,48,19-Apr-21
MANAKSTEEL,EQ,54.6,17-Jan-22,20.15,23-Mar-21
MANALIPETC,EQ,138.65,05-Oct-21,57.7,25-Mar-21
MANAPPURAM,EQ,224.5,10-Nov-21,109,24-Feb-22
MANGALAM,EQ,196.95,27-Jul-21,96,19-Mar-21
MANGCHEFER,EQ,101,14-May-21,61.5,20-Dec-21
MANGLMCEM,EQ,543.6,03-Aug-21,251.75,19-Mar-21
MANINDS,EQ,147.1,02-Aug-21,75,19-Mar-21
MANINFRA,EQ,131.1,11-Jan-22,23.67,22-Apr-21
MANORG,EQ,1299,10-Nov-21,781.15,24-Feb-22
MANUGRAPH,EQ,23.2,19-Jan-22,9.85,23-Apr-21
MANXT50,EQ,530.18,22-Nov-21,327.82,19-Mar-21
MANYAVAR,EQ,992.7,16-Feb-22,790.2,24-Feb-22
MAPMYINDIA,EQ,1917.4,17-Jan-22,1267.05,28-Jan-22
MARALOVER,EQ,138.2,12-Jan-22,27.9,19-Mar-21
MARATHON,EQ,127.65,24-Dec-21,42.05,15-Apr-21
MARICO,EQ,607.7,18-Oct-21,379.1,19-Mar-21
MARINE,BE,90.7,07-Jun-21,24.65,09-Dec-21
MARKSANS,EQ,97.6,14-Jun-21,43.55,24-Feb-22
MARSHALL,BE,69.5,02-Dec-21,28.4,23-Nov-21
MARUTI,EQ,9050,10-Feb-22,6400,03-May-21
MASFIN,EQ,975.1,27-May-21,460.3,01-Feb-22
MASKINVEST,BE,50.15,05-Jul-21,21.3,02-Jun-21
MASPTOP50,EQ,37,28-Dec-21,23.1,02-Mar-22
MASTEK,EQ,3669,19-Oct-21,1135.65,19-Mar-21
MATRIMONY,EQ,1215,30-Jul-21,681.05,07-Mar-22
MAWANASUG,EQ,153.75,09-Mar-22,34,19-Mar-21
MAXHEALTH,EQ,458.05,31-Dec-21,181.25,19-Mar-21
MAXIND,EQ,84.5,13-Oct-21,61.7,19-Mar-21
MAXVIL,EQ,156.1,12-Nov-21,53.15,15-Apr-21
MAYURUNIQ,EQ,626.9,13-Dec-21,336.9,08-Mar-22
MAZDA,EQ,752.95,31-May-21,415,19-Apr-21
MAZDOCK,EQ,321,10-Nov-21,191.85,22-Apr-21
MBAPL,EQ,351.95,04-Mar-22,70.4,10-Mar-21
MBECL,BE,12.95,19-Jul-21,5.05,09-Mar-22
MBLINFRA,EQ,43.85,20-Jan-22,15.55,22-Apr-21
MCDOWELL-N,EQ,1019.95,09-Nov-21,507.5,19-Apr-21
MCL,EQ,107,13-Apr-21,22.4,24-Feb-22
MCLEODRUSS,EQ,43.5,09-Jun-21,18.05,25-Aug-21
MCX,EQ,2135,14-Oct-21,1165,24-Feb-22
MEDICAMEQ,EQ,1019.8,27-Dec-21,539.55,29-Oct-21
MEDPLUS,EQ,1343,20-Jan-22,920,07-Mar-22
MEGASOFT,BE,87.75,05-Jan-22,9.05,26-Mar-21
MEGASTAR,EQ,165,25-Feb-22,110.2,16-Feb-22
MELSTAR,BZ,6.65,21-Dec-21,1.85,27-Apr-21
MENONBE,EQ,112.95,19-Jan-22,49.6,23-Apr-21
MEP,EQ,32.15,17-Jan-22,14,12-Apr-21
MERCATOR,BE,3.45,24-Jan-22,0.75,27-Apr-21
METALFORGE,BZ,8.9,12-Jan-22,4.75,02-Nov-21
METROBRAND,EQ,673,18-Jan-22,426,22-Dec-21
METROPOLIS,EQ,3579.9,30-Dec-21,1804.05,07-Mar-22
MFL,EQ,1038.05,06-Oct-21,387.1,18-Aug-21
MFSL,EQ,1148.05,29-Jul-21,755.05,07-Mar-22
MGEL,EQ,204.9,09-Mar-22,38.25,22-Mar-21
MGL,EQ,1284.4,17-Jun-21,680,24-Feb-22
MHLXMIRU,EQ,170.6,17-Feb-22,65.2,01-Feb-22
MHRIL,EQ,267.5,11-Nov-21,128.73,19-Apr-21
MICEL,BE,38.3,12-Jan-22,14.15,20-Dec-21
MIDHANI,EQ,221.85,15-Jun-21,165.65,24-Feb-22
MINDACORP,EQ,214,20-Jan-22,89.7,19-Mar-21
MINDAIND,EQ,1257.4,28-Dec-21,459.05,19-Apr-21
MINDTECK,BE,300.2,11-Jan-22,41.25,30-Mar-21
MINDTREE,EQ,5060,18-Nov-21,1725,09-Mar-21
MIRCELECTR,EQ,34.9,18-Jan-22,10.95,22-Apr-21
MIRZAINT,EQ,174.45,16-Feb-22,43,22-Apr-21
MITTAL,BE,31.55,12-Jan-22,7.5,23-Apr-21
MMFL,EQ,955,19-Oct-21,433.45,03-May-21
MMP,EQ,198.9,03-Feb-22,77.6,19-Apr-21
MMTC,EQ,64.7,31-Jan-22,34,29-Nov-21
MODIRUBBER,BE,216.05,09-Mar-21,60.15,31-Aug-21
MODISNME,EQ,104.9,08-Dec-21,52.05,03-May-21
MOGSEC,EQ,59.05,25-Jan-22,41.99,03-Feb-22
MOHITIND,EQ,22.05,07-Jul-21,6.2,03-May-21
MOIL,EQ,207.95,22-Jun-21,135.1,25-Mar-21
MOKSH,EQ,123.85,07-Jul-21,16.7,02-Mar-22
MOL,EQ,149.7,03-Sep-21,81.1,24-Nov-21
MOLDTECH,EQ,108,07-Jul-21,38.3,19-Apr-21
MOLDTKPAC,EQ,861.7,13-Dec-21,382.4,25-Mar-21
MOM100,EQ,36.65,25-Jan-22,23.61,19-Mar-21
MOM50,EQ,194,04-Mar-22,131.1,26-Apr-21
MOMOMENTUM,EQ,204.99,17-Feb-22,182.01,07-Mar-22
MON100,EQ,138.6,27-Dec-21,89.46,09-Mar-21
MONARCH,EQ,189.55,18-Feb-22,136.25,06-Jan-22
MONQ50,EQ,78,04-Jan-22,49.05,10-Jan-22
MONTECARLO,EQ,729,10-Jan-22,207.1,19-Mar-21
MORARJEE,BE,33.65,30-Dec-21,13.5,10-May-21
MOREPENLAB,EQ,75,06-Jul-21,30.5,19-Mar-21
MOTHERSUMI,EQ,272.85,02-Jun-21,119.55,08-Mar-22
MOTILALOFS,EQ,1188,19-Jul-21,580,22-Apr-21
MOTOGENFIN,BE,38.95,09-Dec-21,17.6,12-Mar-21
MPHASIS,EQ,3659.75,19-Oct-21,1575.25,09-Mar-21
MPSLTD,EQ,807.75,20-Aug-21,432.05,31-Mar-21
MRF,EQ,90300,12-Mar-21,63000,24-Feb-22
MRO-TEK,EQ,78.3,08-Oct-21,22.05,10-May-21
MRPL,EQ,57.8,25-Oct-21,35.3,19-Apr-21
MSPL,EQ,18.9,04-Jan-22,7,31-Mar-21
MSTCLTD,EQ,542,19-Oct-21,247.15,18-Jun-21
MTARTECH,EQ,2563.3,03-Jan-22,860,19-Mar-21
MTEDUCARE,EQ,14.75,13-Jan-22,6.25,31-Mar-21
MTNL,EQ,40.85,29-Dec-21,14.6,22-Apr-21
MUKANDLTD,EQ,167.5,17-Aug-21,55.1,25-Mar-21
MUKTAARTS,EQ,66.2,03-Dec-21,27,13-Apr-21
MUNJALAU,EQ,72.8,04-Aug-21,42,07-Mar-22
MUNJALSHOW,EQ,174.6,17-Jun-21,97.2,07-Mar-22
MURUDCERA,EQ,35.8,18-Jan-22,17.3,12-Apr-21
MUTHOOTCAP,EQ,496,23-Jul-21,253.95,28-Feb-22
MUTHOOTFIN,EQ,1721.95,15-Nov-21,1121,22-Apr-21
NACLIND,EQ,104.4,18-Jan-22,35.95,26-Apr-21
NAGAFERT,EQ,20.55,15-Jul-21,5.1,23-Apr-21
NAGREEKCAP,EQ,18.25,24-Jan-22,5.05,08-Apr-21
NAGREEKEXP,EQ,52.75,09-Aug-21,14.55,01-Apr-21
NAHARCAP,EQ,588,08-Feb-22,87.05,22-Apr-21
NAHARINDUS,EQ,199,08-Feb-22,39,19-Apr-21
NAHARPOLY,EQ,498,04-Mar-22,92.1,12-Mar-21
NAHARSPING,BE,690,08-Feb-22,92,28-Apr-21
NAM-INDIA,EQ,476.45,19-Oct-21,283.8,07-Mar-22
NATCOPHARM,EQ,1189,06-Jul-21,751.9,24-Feb-22
NATHBIOGEN,EQ,473.95,01-Jun-21,191.85,24-Feb-22
NATIONALUM,EQ,132.7,04-Mar-22,50.7,25-Mar-21
NAUKRI,EQ,7465.4,19-Oct-21,4023.9,30-Mar-21
NAVINFLUOR,EQ,4329,28-Dec-21,2389.45,19-Mar-21
NAVKARCORP,EQ,54.75,19-Jul-21,30.1,22-Feb-22
NAVNETEDUL,EQ,121.55,12-Oct-21,72.7,19-May-21
NAZARA,EQ,3356,11-Oct-21,1432,31-Mar-21
NBCC,EQ,59.8,22-Jun-21,34.15,24-Feb-22
NBIFIN,EQ,3200,24-May-21,1625.45,15-Apr-21
NBVENTURES,EQ,144,10-Feb-22,68.3,15-Mar-21
NCC,EQ,98.5,12-Jul-21,55.75,24-Feb-22
NCLIND,EQ,304.95,03-Aug-21,143.7,22-Apr-21
NCPSESDL24,EQ,109.25,13-Dec-21,101.9,12-Mar-21
NDGL,EQ,2175,23-Jun-21,680.5,12-Apr-21
NDL,EQ,172,20-Jan-22,28.45,19-Apr-21
NDRAUTO,EQ,499.9,21-Jan-22,178.2,31-Mar-21
NDTV,EQ,187.5,09-Mar-22,52.4,09-Mar-21
NECCLTD,EQ,29.6,18-Jan-22,6.55,19-Apr-21
NECLIFE,EQ,47.9,12-Jul-21,18.45,31-Mar-21
NELCAST,EQ,100.35,26-Jul-21,58.85,08-Mar-22
NELCO,EQ,971.95,19-Oct-21,179,19-Apr-21
NEOGEN,EQ,1930,04-Jan-22,757.2,15-Apr-21
NESCO,EQ,696.8,06-Jul-21,465,22-Apr-21
NESTLEIND,EQ,20609.15,14-Sep-21,16070,19-Mar-21
NETF,EQ,222.68,14-Oct-21,160.1,06-Aug-21
NETFAUTO,EQ,120.75,02-Feb-22,92.01,08-Mar-22
NETFCONSUM,EQ,86,06-Sep-21,60.36,10-May-21
NETFDIVOPP,EQ,51.2,17-Jan-22,35.06,25-Mar-21
NETFGILT5Y,EQ,59,03-Jan-22,41.99,03-Jan-22
NETFIT,EQ,41.08,21-Jan-22,24,24-Mar-21
NETFLTGILT,EQ,25.8,01-Dec-21,20.8,22-Dec-21
NETFMID150,EQ,140,25-Jan-22,82.51,10-May-21
NETFNIF100,EQ,219.4,19-Oct-21,146.68,17-May-21
NETFNV20,EQ,118,06-Jan-22,77.5,26-Mar-21
NETFPHARMA,EQ,17.44,07-Jul-21,12.47,07-Mar-22
NETFSDL26,EQ,124,16-Feb-22,100.93,28-Jul-21
NETFSILVER,EQ,74,09-Mar-22,59.44,07-Feb-22
NETWORK18,EQ,114.8,13-Dec-21,34.5,12-Apr-21
NEULANDLAB,EQ,2844.4,22-Apr-21,1026,24-Feb-22
NEWGEN,EQ,755,05-Jul-21,271.55,25-Mar-21
NEXTMEDIA,BE,11.45,16-Dec-21,3.5,01-Apr-21
NFL,EQ,73.7,12-May-21,41.05,24-Feb-22
NGIL,BE,328,04-Jan-22,58.65,31-Aug-21
NH,EQ,698.9,28-Feb-22,380,25-Mar-21
NHPC,EQ,37.05,18-Oct-21,23.05,26-Mar-21
NIACL,EQ,183,07-Jun-21,110.05,08-Mar-22
NIBL,EQ,34.7,18-Oct-21,9.75,09-Mar-21
NIFTYBEES,EQ,223,17-Jan-22,132,20-Apr-21
NIITLTD,EQ,507,17-Jan-22,136,31-Mar-21
NILAINFRA,EQ,10.6,18-Jan-22,4.05,20-Apr-21
NILASPACES,BE,6.4,13-Jan-22,1.25,10-May-21
NILKAMAL,EQ,3180,03-Aug-21,1800,19-Mar-21
NIPPOBATRY,EQ,641.2,29-Jul-21,346.3,07-Apr-21
NIRAJ,EQ,55.9,11-Aug-21,25.65,24-Feb-22
NITCO,EQ,42.8,17-Dec-21,17.35,19-Apr-21
NITINSPIN,EQ,345,08-Feb-22,77,22-Apr-21
NITIRAJ,EQ,84.5,29-Dec-21,38.2,17-May-21
NKIND,BE,48,12-Oct-21,19.8,23-Apr-21
NLCINDIA,EQ,80.1,18-Oct-21,46.2,19-Apr-21
